id,name,github_url,description,maintainer,category,subcategory,tags,stars_approx,license,last_activity,entry_count_approx,format,has_contributions_guide,editorial_notes,related_lists,added_date,stars_count,forks_count,last_commit_date,open_issues_count,is_archived,created_year,watchers_count,list_type,audience_level,use_cases,has_website,website_url,is_awesome_verified,language_focus,overlaps_with,best_sections,quality_score,getting_started,suggested_projects,featured_example
autonomous-agents,Autonomous Agents,https://github.com/tmgthb/Autonomous-Agents,"A comprehensive list of autonomous AI agent research papers, frameworks, and benchmarks.",tmgthb,AI Agents & Frameworks,Research,autonomous-agents|research|benchmarks|papers,1.2k,MIT,2026,300+,markdown,TRUE,"Research-heavy autonomous agent collection with a unique timeline-based organization. Tracks agent capabilities, benchmarks, and evaluation methods. Updated regularly with the latest papers.",awesome-llm-powered-agent|awesome-ai-agents,2026-04-05,1331,99,2026-06-24,0,FALSE,2023,1331,papers,advanced,tracking agent research|finding agent benchmarks|understanding agent capabilities,FALSE,,FALSE,,awesome-llm-powered-agent|awesome-ai-agents,Timeline|Benchmarks|Evaluation Methods,7,"Use the timeline-based organization to follow the chronological evolution of agent research, then check the benchmarks section to understand how different approaches are evaluated.","Build an interactive agent research timeline with filterable views by capability (planning, memory, tool use)|Create an agent benchmark aggregator that tracks performance across evaluation frameworks listed here|Develop a research paper recommendation system trained on the citation patterns in this list",
best-gpts,BestGPTs,https://github.com/AgentOps-AI/BestGPTs,"A curated directory of top GPTs organized by category, maintained by AgentOps.",AgentOps-AI,AI Agents & Frameworks,GPT Directory,gpts|chatgpt|directory|openai,1k,MIT,2025,150+,markdown,TRUE,"Maintained by AgentOps, an agent observability company. Categorizes custom GPTs by use case with ratings and descriptions. Useful for discovering production-quality custom GPTs.",awesome-gpt-agents|awesome-chatgpt-sindresorhus,2026-04-05,1020,73,2025-07-18,8,FALSE,2023,1020,tools,beginner,discovering custom GPTs|finding GPT store apps|GPT recommendations,FALSE,,FALSE,,awesome-gpt-agents|awesome-ai-gpts,Productivity|Creative|Developer Tools,5,"Browse by category (Productivity, Creative, Developer Tools) and look for the ratings and descriptions — AgentOps curates for quality, so the top-rated entries in each category are reliable starting points.",Build a GPT store analytics dashboard that tracks popularity and ratings of custom GPTs listed here|Create a GPT comparison tool that lets users test multiple custom GPTs from this list on the same prompt|Develop a custom GPT recommendation engine based on user task descriptions and the categories in this list,
awesome-ai-tools,Awesome AI Tools,https://github.com/mahseema/awesome-ai-tools,"A curated list of top artificial intelligence tools covering text, image, video, audio, and developer tooling.",mahseema,AI Agents & Frameworks,AI Tools Directory,ai-tools|directory|generative-ai|productivity,4.7k,MIT,2025,200+,markdown,TRUE,"Practical AI tools directory organized by modality (text, image, video, audio, code). Includes both open-source and commercial tools with brief descriptions. Good for quick tool discovery.",ai-collection|awesome-generative-ai,2026-04-05,5559,1806,2025-12-31,1029,FALSE,2023,5559,tools,all,finding AI tools by modality|AI tool comparison|discovering new AI products,FALSE,,FALSE,,ai-collection|awesome-generative-ai,Text|Image|Code,7,"Navigate by modality (Text, Image, Video, Audio, Code) to find AI tools for your specific content type — the list is organized to help you find the right tool for a specific task quickly.",Build an AI tools comparison site with user reviews and pricing information for tools listed here|Create a content creation pipeline that chains AI tools from different modality categories in this list|Develop an AI tool discovery app that recommends tools from this list based on your creative workflow,
awesome-public-datasets,Awesome Public Datasets,https://github.com/awesomedata/awesome-public-datasets,"A topic-centric list of high-quality public data sources collected and tidied from blogs, answers, and user responses.",awesomedata,Data Sources & Datasets,Public Datasets,datasets|open-data|public-data|research,291k,Unknown,2026,500+,markdown,TRUE,"One of the most comprehensive public dataset directories on GitHub. Organized by domain (agriculture, biology, economics, education, etc.). Actively maintained with community PRs adding new sources.",awesome-data|awesome-datascience,2026-04-05,76390,11547,2026-06-29,159,FALSE,2014,76390,datasets,all,finding public datasets|research data discovery|data science projects,FALSE,,TRUE,,awesome-public-datasets-caesar|awesome-data,Agriculture & Food|Economics & Finance|Healthcare & Medicine,10,"Navigate by domain (Agriculture, Biology, Economics, etc.) to find datasets for your research area — the domain-based organization is the fastest path to relevant data sources.","Build a dataset search engine with faceted filtering by domain, format, size, and update frequency|Create a data quality dashboard that monitors the health and availability of datasets linked here|Develop a dataset recommendation system that suggests relevant public datasets based on your research question","{'name': 'Economics & Finance section', 'url': 'https://github.com/awesomedata/awesome-public-datasets#economics', 'why': 'The economics section is the most comprehensive and well-maintained domain category, with high-quality links to major economic data providers like FRED, World Bank, and IMF'}"
awesome-data,Awesome Data,https://github.com/datasets/awesome-data,"A curated collection of links to datasets about everything, maintained by the Datasets organization.",datasets,Data Sources & Datasets,General Datasets,datasets|open-data|collections,920,Unknown,2026,100+,markdown,TRUE,"Part of the Frictionless Data ecosystem. Focuses on machine-readable, standardized datasets rather than raw links. Complements awesome-public-datasets with an emphasis on data quality.",awesome-public-datasets|awesome-datascience,2026-04-05,927,162,2026-07-01,253,FALSE,2013,927,datasets,intermediate,finding standardized datasets|Frictionless Data exploration|machine-readable data,TRUE,https://datahub.io,FALSE,,awesome-public-datasets|awesome-datascience,Core Datasets|Climate|Economics,4,"Look for the 'Core Datasets' section first — these are standardized, machine-readable datasets in the Frictionless Data format, which means they're immediately usable without cleaning or reformatting.",Build a Frictionless Data package explorer that previews and validates datasets from this collection|Create an automated data pipeline that ingests standardized datasets from this list into your data warehouse|Develop a dataset documentation generator using the metadata standards promoted in this collection,"{'name': 'Core Datasets', 'url': 'https://github.com/datasets/awesome-data#core-datasets', 'why': 'Core Datasets provides immediately usable, standardized data packages (GDP, population, S&P 500) that work out-of-the-box with Frictionless Data tools — no cleaning needed'}"
awesome-datascience,Awesome Data Science,https://github.com/academic/awesome-datascience,An open-source data science repository to learn and apply towards solving real-world problems.,academic,Data Sources & Datasets,Data Science,data-science|machine-learning|tutorials|resources,29k,MIT,2026,400+,markdown,TRUE,"Comprehensive data science resource covering the full pipeline — from data collection to visualization to deployment. Includes courses, books, tools, and competitions. Actively maintained with frequent updates.",awesome-public-datasets|datascience-python,2026-04-05,29527,6573,2026-06-28,4,FALSE,2014,29527,mixed,all,learning data science|finding DS tools|data science career resources,FALSE,,TRUE,,datascience-python|awesome-public-datasets,Toolboxes|Tutorials|Competitions,9,"Start with the 'Toolboxes' section to set up your environment, then use the 'Tutorials' and 'Competitions' sections based on whether you prefer structured learning or learning by doing.","Build a data science project scaffolder that sets up environments using the best tools from this list|Create a competition preparation toolkit that combines resources from the tutorials and competitions sections|Develop a data science career roadmap app using the courses, certifications, and resources catalogued here",
datascience-python,Datascience (Python),https://github.com/r0f1/datascience,"A curated collection of useful data science resources focused on Python, including libraries, tutorials, and tools.",r0f1,Data Sources & Datasets,Python Data Science,python|data-science|libraries|tools,4.6k,CC0-1.0,2026,200+,markdown,TRUE,"Python-centric data science toolkit list. Well-organized by task (data loading, cleaning, visualization, modeling). Particularly useful for practitioners looking for the right Python library for each step.",awesome-python-data-science|awesome-datascience,2026-04-05,4634,712,2026-06-05,1,FALSE,2018,4634,libraries,intermediate,finding Python DS libraries|Python data pipeline tools|data cleaning libraries,FALSE,,FALSE,python,awesome-python-data-science|awesome-datascience,Data Loading|Visualization|Machine Learning,7,"Navigate by pipeline stage (Data Loading, Cleaning, Visualization, Modeling) to find the right Python library for each step of your data workflow — this list maps directly to the data science pipeline.",Build a Python data pipeline template that chains the best library from each stage category in this list|Create a library comparison notebook that benchmarks alternative tools for each pipeline stage|Develop a 'Python DS toolkit installer' that sets up a complete data science environment from this list's recommendations,
awesome-python-data-science,Awesome Python Data Science,https://github.com/krzjoa/awesome-python-data-science,"A curated list of Python libraries used for data science, including machine learning, deep learning, and data analysis tools.",krzjoa,Data Sources & Datasets,Python Data Science,python|data-science|machine-learning|libraries,3.4k,CC-BY-4.0,2026,300+,markdown,TRUE,"Specifically focused on Python data science libraries with excellent categorization — ML, DL, NLP, computer vision, time series, and more. Includes brief descriptions for each library.",datascience-python|awesome-datascience,2026-04-05,3479,450,2026-04-13,14,FALSE,2017,3479,libraries,intermediate,finding Python ML libraries|Python data science toolkit|NLP and CV library discovery,FALSE,,FALSE,python,datascience-python|awesome-datascience,Machine Learning|Deep Learning|NLP,7,"Use the category headings (Machine Learning, Deep Learning, NLP, Computer Vision, Time Series) as your primary filter — the brief descriptions next to each library help you quickly distinguish between similar options.",Build a Python data science library recommender that suggests the right library for your task based on categories here|Create a library dependency analyzer that maps relationships between libraries in this list|Develop a benchmark suite that compares libraries within each category on standard datasets,
awesome-bigdata,Awesome Big Data,https://github.com/oxnr/awesome-bigdata,"A curated list of awesome big data frameworks, resources, and tools covering the full data stack.",oxnr,Data Sources & Datasets,Big Data,big-data|hadoop|spark|frameworks,14k,MIT,2026,400+,markdown,TRUE,"The definitive big data tools directory. Covers distributed processing, stream processing, SQL-on-Hadoop, columnar databases, graph databases, and more. Organized by data stack layer.",awesome-data-engineering|awesome-streaming,2026-04-05,14462,2584,2026-05-19,6,FALSE,2014,14462,tools,intermediate,finding big data tools|comparing distributed systems|data stack exploration,FALSE,,TRUE,,awesome-data-engineering|awesome-streaming,Distributed Programming|SQL-like|Stream Processing,8,"Navigate by data stack layer (Distributed Programming, SQL-like, Stream Processing, Columnar) to find tools at the right level of your architecture — this list is organized by infrastructure layer, not by use case.",Build a big data architecture diagram generator that recommends tools from this list for each layer of your stack|Create a distributed system comparison matrix with performance benchmarks for tools listed here|Develop a 'build your data stack' interactive wizard using the layered organization of this list,
awesome-public-datasets-caesar,Awesome Public Datasets (caesar0301),https://github.com/caesar0301/awesome-public-datasets,"A topic-centric list of high-quality open datasets in public domains, organized by subject area.",caesar0301,Data Sources & Datasets,Public Datasets,datasets|open-data|public-data|research,74k,MIT,2026,500+,markdown,TRUE,"One of the original public datasets lists, now one of the most starred. Broad domain coverage from climate science to sports. Some overlap with awesomedata's version but includes unique sources.",awesome-public-datasets|awesome-data,2026-04-05,76390,11547,2026-06-29,159,FALSE,2014,76390,datasets,all,finding public datasets|research data discovery|academic data sources,FALSE,,FALSE,,awesome-public-datasets|awesome-data,Climate|Sports|Social Networks,9,"Use the domain sections (Climate, Sports, Social Networks) to find datasets — check the overlap with awesomedata/awesome-public-datasets and focus on the unique sources this version offers in areas like sports and social network data.",Build a cross-domain dataset mashup tool that combines datasets from different sections for novel analyses|Create a social network analysis project using the unique social graph datasets listed here|Develop a sports analytics dashboard using the game and player datasets catalogued in this list,
game-datasets,Game Datasets,https://github.com/leomaurodesenv/game-datasets,A curated list of awesome game datasets and tools for building AI in games.,leomaurodesenv,Data Sources & Datasets,Game Datasets,games|datasets|game-ai|machine-learning,1k,CC-BY-4.0,2026,100+,markdown,TRUE,"Niche but valuable — covers game-related datasets for AI research, including player behavior, game design, and procedural generation. Includes tools for data extraction from games.",awesome-public-datasets|awesome-data,2026-04-05,1087,81,2026-06-09,2,FALSE,2018,1087,datasets,intermediate,finding game-related datasets|game AI research|player behavior analysis,FALSE,,FALSE,,awesome-public-datasets,Player Behavior|Game Design|Procedural Generation,6,"Start with 'Player Behavior' datasets if you're interested in ML applications, or 'Game Design' datasets for generative AI projects — the 'Procedural Generation' section links to tools, not just data.",Build a game recommendation engine trained on player behavior datasets from this list|Create a procedural level generator using game design datasets and AI techniques|Develop a player behavior prediction model using the behavioral datasets catalogued here,
awesome-dataviz,Awesome DataViz,https://github.com/fasouto/awesome-dataviz,"A curated list of data visualization libraries, frameworks, and resources across programming languages.",fasouto,Data Visualization,General Visualization,data-visualization|charts|libraries|d3,3.1k,Unknown,2024,200+,markdown,TRUE,"The primary awesome list for data visualization. Covers JavaScript, Python, R, and native libraries. Organized by language and chart type. Good mix of well-known and emerging visualization tools.",awesome-d3|awesome-visualization-research,2026-04-05,4354,463,2024-01-26,33,FALSE,2015,4354,libraries,intermediate,finding visualization libraries|comparing chart frameworks|dataviz tool selection,FALSE,,TRUE,,awesome-d3|awesome-dataviz-hal9,JavaScript|Python|R,5,"Filter by your programming language (JavaScript, Python, R) first since visualization libraries are language-specific, then narrow by chart type — the list is organized to help language-first, chart-second decisions.",Build a visualization library comparison tool that renders the same dataset using different libraries from this list|Create a 'pick your chart' interactive guide that recommends the best library from this list for each chart type|Develop a cross-platform visualization framework that wraps multiple libraries listed here under a unified API,
awesome-d3,Awesome D3,https://github.com/wbkd/awesome-d3,"A curated list of D3.js libraries, plugins, utilities, and learning resources.",wbkd,Data Visualization,D3.js,d3js|javascript|svg|visualization,5.3k,Unknown,2023,200+,markdown,TRUE,"The definitive D3.js resource list. Covers charts, maps, utilities, and learning resources built on or around D3. Maintained by webkid, a data visualization studio based in Berlin.",awesome-dataviz|awesome-javascript,2026-04-05,5309,311,2023-01-13,5,FALSE,2015,5309,libraries,intermediate,finding D3.js plugins|D3 learning resources|SVG visualization tools,FALSE,,TRUE,javascript,awesome-dataviz|awesome-javascript,Charts|Maps|Utilities,5,"Start with the 'Charts' and 'Maps' sections for ready-to-use components, then explore 'Utilities' for lower-level building blocks — D3's ecosystem is layered, so start high-level and dig deeper as needed.","Build a D3 component gallery with live, editable previews of plugins and libraries from this list|Create a D3 visualization starter kit that bundles the most useful utilities and chart libraries listed here|Develop an interactive D3 learning platform using the learning resources and example charts from this list",
awesome-visualization-research,Awesome Visualization Research,https://github.com/mathisonian/awesome-visualization-research,A curated collection of recommended research papers and readings on data visualization.,mathisonian,Data Visualization,Research,visualization|research|papers|academic,970,MIT,2024,80+,markdown,TRUE,"Academically focused visualization resource. Curates the most influential papers in information visualization, scientific visualization, and visual analytics. Great for understanding the theory behind good visualizations.",awesome-dataviz|awesome-d3,2026-04-05,977,94,2020-01-31,2,FALSE,2017,977,papers,advanced,finding visualization papers|understanding vis theory|academic visualization research,FALSE,,FALSE,,awesome-dataviz|awesome-visualization-tasks,Information Visualization|Scientific Visualization|Visual Analytics,3,"Read the 'Information Visualization' section for foundational theory, then browse 'Visual Analytics' for papers that bridge theory and practice — this is a reading list, so approach it as an academic syllabus.",Build an interactive paper navigator that lets you explore visualization research by topic and citation relationships|Create a visualization design checklist tool based on principles extracted from papers in this list|Develop a research paper implementation gallery that pairs papers with working code implementations,
awesome-graph-generation,Awesome Graph Generation,https://github.com/yuanqidu/awesome-graph-generation,"A curated collection of papers and resources on graph generation, covering molecular, social, and knowledge graphs.",yuanqidu,Data Visualization,Graph Generation,graphs|generation|research|deep-learning,360,Unknown,2025,100+,markdown,FALSE,"Specialized in graph generation research — molecular graphs, social network graphs, and scene graphs. Covers both VAE and GAN-based approaches. Useful at the intersection of graph theory and deep learning.",awesome-dataviz|awesome-deep-learning,2026-04-05,360,23,2025-01-04,1,FALSE,2021,360,papers,advanced,graph generation research|molecular graph papers|deep learning on graphs,FALSE,,FALSE,,awesome-deep-learning,Molecular Graphs|Social Graphs|Scene Graphs,3,"Navigate by graph domain (Molecular, Social, Scene Graphs) based on your application area — this is a deep research list, so having a specific graph generation problem in mind before browsing will be most productive.",Build a molecular graph generator using the VAE-based approaches referenced in the molecular section|Create a social network simulation tool implementing graph generation models from this list|Develop a benchmark framework for evaluating graph generation methods described in these papers,
awesome-data-science-viz,Awesome Data Science Viz,https://github.com/quantmind/awesome-data-science-viz,"A curated list of data science and visualization tools spanning Python, D3.js, and web technologies.",quantmind,Data Visualization,Data Science Visualization,data-science|visualization|python|d3,180,Unknown,2022,60+,markdown,FALSE,"Bridges data science and visualization — covers tools useful for exploratory data analysis and presentation. Includes Python (matplotlib, seaborn, plotly) and JavaScript (D3, Vega) ecosystems.",awesome-dataviz|awesome-d3,2026-04-05,183,31,2022-11-29,2,FALSE,2016,183,tools,intermediate,finding data science viz tools|exploratory data analysis tools|Python/JS viz libraries,FALSE,,FALSE,,awesome-dataviz|awesome-d3,Python Tools|JavaScript Tools|Notebooks,2,"Check both the Python tools (matplotlib, seaborn, plotly) and JavaScript tools (D3, Vega) sections to find the right tool for your context — the 'Notebooks' section is great for exploring tools hands-on.",Build a multi-library visualization dashboard that renders the same data across Python and JS tools from this list|Create an EDA (exploratory data analysis) toolkit that bundles the best Python visualization tools listed here|Develop a visualization recommendation engine that suggests the right tool from this list based on your data type,
awesome-dataviz-javierluraschi,Awesome DataViz (javierluraschi),https://github.com/javierluraschi/awesome-dataviz,A curated list of data visualization libraries and resources with a focus on R and web technologies.,javierluraschi,Data Visualization,R & Web Visualization,dataviz|r-language|web|libraries,4.3k,Unknown,2024,150+,markdown,TRUE,"Originally focused on R visualization ecosystem (ggplot2, plotly for R, Shiny) but expanded to cover web and Python tools. Good for R users looking for visualization options.",awesome-dataviz|awesome-d3,2026-04-05,4354,463,2024-01-26,33,FALSE,2015,4354,libraries,intermediate,finding R visualization libraries|web dataviz frameworks|cross-platform charting,FALSE,,FALSE,r,awesome-dataviz|awesome-d3,R Libraries|Web Frameworks|Dashboarding,4,"Start with the 'R Libraries' section if you're in the R ecosystem (ggplot2, plotly for R, Shiny), then explore web frameworks for interactive dashboards — this list bridges R and web visualization.",Build an R-to-web visualization converter that renders R plots as interactive web visualizations using tools from this list|Create a Shiny dashboard template gallery using the dashboarding tools and libraries catalogued here|Develop a cross-platform charting library evaluation that compares R and web tools listed here side-by-side,
awesome-data-visualization-alpers,Awesome Data Visualization,https://github.com/alpers/awesome-data-visualization,"A curated list of data visualization resources including tools, communities, books, and courses.",alpers,Data Visualization,Resources & Communities,visualization|resources|communities|learning,19,CC0-1.0,2020,50+,markdown,FALSE,"Small but unique in its focus on visualization communities, conferences, books, and educational resources rather than just tools. Good starting point for learning the craft of data visualization.",awesome-dataviz|awesome-visualization-research,2026-04-05,21,1,2020-11-14,0,FALSE,2020,21,tutorials,beginner,learning data visualization|finding viz communities|dataviz book recommendations,FALSE,,FALSE,,awesome-dataviz|awesome-visualization-research,Communities|Books|Courses,1,Explore the 'Communities' and 'Books' sections first to build foundational knowledge — this list uniquely focuses on the craft of visualization rather than specific tools.,"Build a data visualization learning platform that curates courses, books, and communities from this list into a structured curriculum|Create a visualization critique tool that applies design principles from the books referenced here|Develop a community event aggregator for visualization conferences and meetups listed in this collection",
awesome-visualization-tasks,Awesome Visualization Tasks,https://github.com/sehilyi/awesome-visualization-tasks,A curated list of visualization analysis tasks and taxonomies from academic research.,sehilyi,Data Visualization,Analysis Tasks,visualization|tasks|taxonomy|academic,4,Unknown,2019,30+,markdown,FALSE,Highly specialized academic resource cataloging visualization task taxonomies. Useful for researchers and designers who need to understand the formal vocabulary of visualization analysis tasks.,awesome-visualization-research|awesome-dataviz,2026-04-05,4,1,2019-03-08,0,FALSE,2018,4,papers,advanced,visualization task taxonomies|academic vis research|understanding analysis tasks,FALSE,,FALSE,,awesome-visualization-research,Task Taxonomies|Analysis Frameworks|Design Guidelines,1,"Start with the 'Task Taxonomies' section to learn the formal vocabulary (encode, arrange, filter, derive), then use the 'Design Guidelines' to apply these concepts — this is academic reference material best used alongside practical work.",Build a visualization task annotator that classifies chart interactions using taxonomies from this list|Create a design guideline checker that evaluates visualizations against the frameworks catalogued here|Develop a visualization design assistant that suggests appropriate task types based on the user's analytical question,
awesome-data-engineering,Awesome Data Engineering,https://github.com/igorbarinov/awesome-data-engineering,"A curated list of data engineering tools, resources, and frameworks covering the full data pipeline.",igorbarinov,Data Engineering,General Data Engineering,data-engineering|etl|pipelines|databases,3.5k,CC0-1.0,2026,200+,markdown,TRUE,"Covers the full data engineering stack — databases, stream processing, batch processing, data lakes, and workflow orchestration. Well-organized by pipeline stage.",awesome-bigdata|awesome-etl,2026-04-05,8803,1558,2026-06-22,11,FALSE,2015,8803,tools,intermediate,finding data engineering tools|building data pipelines|infrastructure selection,FALSE,,FALSE,,awesome-bigdata|awesome-etl,Databases|Stream Processing|Workflow Orchestration,7,"Navigate by pipeline stage (Databases, Stream Processing, Workflow Orchestration) to find tools at the right point in your data flow — the list mirrors the modern data engineering stack from ingestion to serving.",Build a data pipeline architecture generator that recommends tools from this list for each stage of your pipeline|Create a data engineering tool comparison matrix with feature grids for tools in each category|Develop an end-to-end data pipeline using one tool from each category in this list as a learning exercise,
data-engineer-roadmap,Data Engineer Roadmap,https://github.com/datastacktv/data-engineer-roadmap,"A visual roadmap for aspiring data engineers covering programming, databases, distributed systems, and cloud platforms.",datastacktv,Data Engineering,Learning Path,roadmap|data-engineering|career|learning,8.5k,CC0-1.0,2026,1 roadmap,mixed,TRUE,"Visual roadmap format makes it easy to understand the data engineering learning path. Covers programming languages, databases, distributed systems, and cloud services with skill progression guidance.",awesome-data-engineering|developer-roadmap,2026-04-05,12747,1339,2022-01-25,30,FALSE,2020,12747,tutorials,beginner,data engineering career planning|learning path visualization|skills gap analysis,FALSE,,FALSE,,awesome-data-engineering|developer-roadmap,Programming Languages|Databases|Cloud Platforms,4,"Follow the visual roadmap from top to bottom — it's designed as a skill progression, so start with programming languages and databases before moving to distributed systems and cloud platforms.",Build a data engineering skills tracker that maps your proficiency against the roadmap's skill tree|Create a personalized learning plan generator that recommends courses and resources for each roadmap node|Develop a skills assessment quiz that identifies gaps in your data engineering knowledge based on this roadmap,"{'name': 'Data Engineer Roadmap visual', 'url': 'https://github.com/datastacktv/data-engineer-roadmap', 'why': 'The visual roadmap itself is the standout resource — the single diagram provides the clearest visual overview of the entire data engineering skill tree available anywhere'}"
awesome-opensource-data-engineering,Awesome Open Source Data Engineering,https://github.com/gunnarmorling/awesome-opensource-data-engineering,"A curated list of open-source tools for data engineering covering ingestion, storage, transformation, and orchestration.",gunnarmorling,Data Engineering,Open Source Tools,open-source|data-engineering|tools|infrastructure,13k,Unknown,2022,150+,markdown,TRUE,"Exclusively focused on open-source data engineering tools, organized by pipeline stage (ingestion, storage, query, transformation, orchestration). Created by a Decodable engineer with deep domain expertise.",awesome-data-engineering|awesome-etl,2026-04-05,3228,556,2024-10-04,23,FALSE,2020,3228,tools,intermediate,finding OSS data engineering tools|pipeline stage tool comparison|open-source data stack,FALSE,,FALSE,,awesome-data-engineering|awesome-etl,Ingestion|Storage|Orchestration,6,"Navigate by pipeline stage (Ingestion, Storage, Query, Transformation, Orchestration) — each section maps to a real stage in your data pipeline, making it easy to pick one tool per stage to build a complete stack.",Build a fully open-source data stack by selecting one tool from each pipeline stage in this list|Create an OSS data tool comparison dashboard with adoption metrics and feature matrices|Develop a data engineering tool selection wizard that recommends the best open-source option for each pipeline stage,
awesome-workflow-engines,Awesome Workflow Engines,https://github.com/meirwah/awesome-workflow-engines,"A curated list of open-source workflow engines covering data pipelines, CI/CD, business processes, and orchestration.",meirwah,Data Engineering,Workflow Orchestration,workflow|orchestration|airflow|pipelines,7.8k,Apache-2.0,2026,100+,markdown,TRUE,"The go-to list for workflow engine comparison. Covers Airflow, Prefect, Dagster, Temporal, and dozens more. Each entry includes language, license, and brief description. Essential for choosing an orchestrator.",awesome-data-engineering|awesome-etl,2026-04-05,7859,768,2026-04-06,62,FALSE,2015,7859,tools,intermediate,comparing workflow engines|choosing orchestrators|pipeline tool selection,FALSE,,FALSE,,awesome-data-engineering|awesome-etl,Data Pipelines|CI/CD|Business Processes,6,"Use the language, license, and description columns in the comparison table to narrow your options quickly — the list is structured as a comparison matrix, so scan the table rather than reading entries individually.","Build a workflow engine selection tool that filters options based on language, license, and feature requirements|Create a workflow migration guide that maps concepts between orchestrators listed here (Airflow → Dagster, Prefect → Temporal)|Develop a benchmark suite that compares workflow engine performance on common data pipeline patterns","{'name': 'Workflow engine comparison table', 'url': 'https://github.com/meirwah/awesome-workflow-engines', 'why': 'The structured comparison table with language, license, and descriptions for dozens of orchestrators is the most efficient way to evaluate and choose a workflow engine'}"
awesome-etl,Awesome ETL,https://github.com/pawl/awesome-etl,"A curated list of notable ETL (Extract, Transform, Load) frameworks, libraries, and tools.",pawl,Data Engineering,ETL,etl|data-pipelines|extract|transform,4.3k,Unknown,2024,80+,markdown,TRUE,"Focused specifically on ETL tools — from Python libraries (Pandas, Bonobo) to enterprise platforms (Talend, Informatica). Includes both open-source and commercial tools with brief descriptions.",awesome-data-engineering|awesome-workflow-engines,2026-04-05,3566,373,2026-05-01,10,FALSE,2015,3566,tools,intermediate,finding ETL tools|comparing data integration platforms|Python ETL libraries,FALSE,,FALSE,,awesome-data-engineering|awesome-workflow-engines,Python Libraries|Enterprise Platforms|Streaming ETL,6,"Filter by your technology context — Python libraries for script-based ETL, enterprise platforms for large-scale integration, or streaming ETL for real-time needs. The categories map to ETL architecture decisions.",Build an ETL pipeline comparison benchmark that evaluates tools from this list on throughput and ease of use|Create an ETL code generator that produces pipeline scaffolding for different tools listed here|Develop a data integration monitoring dashboard using the logging and monitoring tools catalogued here,
awesome-dbt,Awesome dbt,https://github.com/Hiflylabs/awesome-dbt,"A curated list of dbt resources including packages, tools, tutorials, and community content.",Hiflylabs,Data Engineering,dbt,dbt|data-transformation|analytics-engineering|sql,1.7k,GPL-3.0,2026,150+,markdown,TRUE,"The definitive dbt ecosystem resource. Covers packages, macros, tools, tutorials, and blog posts. Actively maintained with the latest dbt Cloud and dbt Core developments. Essential for analytics engineers.",awesome-data-engineering|awesome-etl,2026-04-05,1702,170,2026-05-12,8,FALSE,2021,1702,tools,intermediate,finding dbt packages|dbt learning resources|analytics engineering tools,FALSE,,FALSE,sql,awesome-data-engineering|awesome-etl,Packages|Tools|Tutorials,6,"Start with the 'Packages' section to find reusable dbt packages for common transformations, then explore 'Tools' for development workflow enhancements — the 'Tutorials' section is best for filling specific knowledge gaps.","Build a dbt package discovery tool with search, compatibility checking, and usage examples|Create a dbt project template with pre-configured packages, testing, and CI/CD from tools in this list|Develop a dbt documentation site generator that combines the best practices from tutorials listed here","{'name': 'dbt Packages section', 'url': 'https://github.com/Hiflylabs/awesome-dbt#packages', 'why': 'The packages section provides the most immediately actionable content — reusable dbt packages that can save weeks of work on common transformation patterns like date spines, surrogate keys, and data testing'}"
awesome-streaming,Awesome Streaming,https://github.com/manuzhang/awesome-streaming,"A curated list of awesome streaming processing frameworks, applications, and resources.",manuzhang,Data Engineering,Stream Processing,streaming|real-time|kafka|flink,12k,CC0-1.0,2026,100+,markdown,TRUE,"Comprehensive stream processing resource covering Kafka, Flink, Spark Streaming, and newer frameworks. Organized by category (frameworks, benchmarks, readings). Essential for real-time data engineering.",awesome-bigdata|awesome-spark,2026-04-05,2992,319,2026-06-30,5,FALSE,2014,2992,tools,intermediate,finding stream processing tools|real-time data frameworks|Kafka ecosystem exploration,FALSE,,FALSE,,awesome-bigdata|awesome-spark,Frameworks|Benchmarks|Readings,6,"Start with the 'Frameworks' section to compare stream processing engines (Kafka Streams, Flink, Spark Streaming), then check 'Readings' for architecture guidance on choosing between them.","Build a stream processing benchmark that compares frameworks from this list on latency, throughput, and fault tolerance|Create a real-time data pipeline using Kafka and one of the processing frameworks listed here|Develop a streaming architecture decision tool that recommends the right framework based on your requirements",
awesome-spark,Awesome Spark,https://github.com/awesome-spark/awesome-spark,A curated list of awesome Apache Spark packages and resources.,awesome-spark,Data Engineering,Apache Spark,spark|big-data|distributed-computing|pyspark,1.9k,CC0-1.0,2026,100+,markdown,TRUE,"The go-to Spark ecosystem list. Covers packages, connectors, performance tools, and learning resources. Organized by Spark component (SQL, Streaming, MLlib, GraphX).",awesome-streaming|awesome-bigdata,2026-04-05,1882,346,2026-02-27,24,FALSE,2016,1882,tools,intermediate,finding Spark packages|Spark ecosystem exploration|PySpark resources,FALSE,,FALSE,,awesome-streaming|awesome-bigdata,SQL|Streaming|MLlib,6,"Navigate by Spark component (SQL, Streaming, MLlib, GraphX) based on your workload type — the list is organized around Spark's module architecture, so find your module first.",Build a Spark performance tuning toolkit using optimization packages and tools from this list|Create a PySpark project template with the best packages from each Spark component category|Develop a Spark job monitoring dashboard using the observability tools catalogued here,
